"day" "month" "year" "wy" "tmax_c" "tmin_c" "precip"
17 2 1989 1989 17.45611111 7.052777778 0
18 2 1989 1989 17.45611111 7.802222222 0
19 2 1989 1989 16.93055555 10.247777778 0
20 2 1989 1989 17.45611111 9.025 0
21 2 1989 1989 22.66388889 8.591111111 0
22 2 1989 1989 23.61944445 10.602777778 0
23 2 1989 1989 24.04944445 11.352222222 0
24 2 1989 1989 20.80055555 10.602777778 0
25 2 1989 1989 22.66388889 10.997222222 0
26 2 1989 1989 23.61944445 11.352222222 0
27 2 1989 1989 21.23055555 9.813888889 0
28 2 1989 1989 20.275 11.786111111 0
1 3 1989 1989 16.93055555 8.591111111 0.378
2 3 1989 1989 16.93055555 12.575 7.369
3 3 1989 1989 18.79388889 10.997222222 0.655
4 3 1989 1989 19.31944445 6.697777778 0
5 3 1989 1989 19.31944445 10.247777778 0
6 3 1989 1989 20.80055555 10.247777778 0
7 3 1989 1989 21.23055555 13.363888888 0
8 3 1989 1989 21.23055555 14.152777776 0
9 3 1989 1989 21.75611111 14.152777776 0
10 3 1989 1989 18.36388889 12.575 0
11 3 1989 1989 16.93055555 13.008888888 0
12 3 1989 1989 21.23055555 11.786111111 0
13 3 1989 1989 25.53055555 12.575 0
14 3 1989 1989 26.05611111 10.602777778 0
15 3 1989 1989 18.79388889 9.025 0
16 3 1989 1989 18.79388889 11.786111111 0
17 3 1989 1989 17.45611111 8.236111111 0
18 3 1989 1989 19.31944445 9.458888889 0
19 3 1989 1989 26.05611111 9.025 0
20 3 1989 1989 26.96388889 14.547222224 0
21 3 1989 1989 25.10055555 10.602777778 0
22 3 1989 1989 24.04944445 10.247777778 0
23 3 1989 1989 21.23055555 11.786111111 0
24 3 1989 1989 17.88611111 11.786111111 0.743
25 3 1989 1989 17.45611111 13.797777776 6.115
26 3 1989 1989 21.75611111 10.997222222 0
27 3 1989 1989 22.18611111 9.813888889 0
28 3 1989 1989 23.61944445 10.247777778 0
29 3 1989 1989 27.91944445 13.797777776 0
30 3 1989 1989 27.91944445 11.352222222 0
31 3 1989 1989 30.35611111 15.33611111 0
1 4 1989 1989 30.78611111 14.547222224 0
2 4 1989 1989 25.53055555 13.363888888 0
3 4 1989 1989 29.83055555 13.797777776 0
4 4 1989 1989 32.64944445 20.10888889 0
5 4 1989 1989 33.175 13.008888888 0
6 4 1989 1989 33.70055555 14.152777776 0
7 4 1989 1989 33.70055555 14.152777776 0
8 4 1989 1989 31.26388889 14.152777776 0
9 4 1989 1989 26.48611111 13.363888888 0
10 4 1989 1989 20.275 14.902222224 0
11 4 1989 1989 17.45611111 14.547222224 0
12 4 1989 1989 18.36388889 14.902222224 0
13 4 1989 1989 19.74944445 15.69111111 0
14 4 1989 1989 20.275 14.547222224 0
15 4 1989 1989 19.31944445 14.152777776 0
16 4 1989 1989 19.31944445 14.152777776 0
17 4 1989 1989 18.36388889 14.902222224 0
18 4 1989 1989 18.79388889 10.247777778 0
19 4 1989 1989 19.31944445 13.008888888 0
20 4 1989 1989 18.79388889 14.547222224 0
21 4 1989 1989 23.61944445 13.797777776 0
22 4 1989 1989 23.61944445 13.008888888 0
23 4 1989 1989 21.23055555 12.575 0
24 4 1989 1989 19.74944445 10.602777778 0.234
25 4 1989 1989 17.88611111 11.352222222 2.309
26 4 1989 1989 17.88611111 8.236111111 0
27 4 1989 1989 20.80055555 9.458888889 0
28 4 1989 1989 23.09388889 10.997222222 0
29 4 1989 1989 23.09388889 13.363888888 0
30 4 1989 1989 20.275 11.352222222 0
1 5 1989 1989 21.23055555 13.363888888 0
2 5 1989 1989 21.23055555 11.352222222 0
3 5 1989 1989 20.275 11.352222222 0
4 5 1989 1989 20.275 13.797777776 0
5 5 1989 1989 20.275 14.902222224 0
6 5 1989 1989 21.23055555 14.547222224 0
7 5 1989 1989 21.75611111 16.125 0
8 5 1989 1989 19.74944445 14.547222224 0
9 5 1989 1989 26.96388889 15.69111111 6.373
10 5 1989 1989 26.96388889 12.575 0
11 5 1989 1989 21.23055555 13.363888888 0
12 5 1989 1989 21.23055555 9.458888889 0
13 5 1989 1989 20.80055555 9.458888889 0
14 5 1989 1989 21.23055555 12.575 0
15 5 1989 1989 19.74944445 10.997222222 0
16 5 1989 1989 19.74944445 11.352222222 0
17 5 1989 1989 19.74944445 14.547222224 0
18 5 1989 1989 20.275 15.33611111 0
19 5 1989 1989 20.80055555 10.997222222 0
20 5 1989 1989 23.09388889 11.786111111 0
21 5 1989 1989 24.575 10.997222222 0
22 5 1989 1989 25.10055555 10.997222222 0
23 5 1989 1989 24.04944445 11.352222222 0
24 5 1989 1989 29.40055555 14.902222224 0
25 5 1989 1989 30.35611111 14.152777776 0
26 5 1989 1989 26.96388889 9.458888889 0
27 5 1989 1989 21.75611111 12.575 0
28 5 1989 1989 20.80055555 11.786111111 0
29 5 1989 1989 26.05611111 10.997222222 0
30 5 1989 1989 26.48611111 11.352222222 0
31 5 1989 1989 20.80055555 11.352222222 0
1 6 1989 1989 21.75611111 13.363888888 0
2 6 1989 1989 18.79388889 13.797777776 0
3 6 1989 1989 18.36388889 14.152777776 0
4 6 1989 1989 19.74944445 14.902222224 0
5 6 1989 1989 20.80055555 14.902222224 0
6 6 1989 1989 21.23055555 13.008888888 0
7 6 1989 1989 20.80055555 13.797777776 0
8 6 1989 1989 21.23055555 13.008888888 0
9 6 1989 1989 21.23055555 13.363888888 0
10 6 1989 1989 21.75611111 12.575 0
11 6 1989 1989 21.75611111 12.141111111 0
12 6 1989 1989 22.66388889 12.141111111 0
13 6 1989 1989 22.66388889 12.575 0
14 6 1989 1989 23.09388889 13.797777776 0
15 6 1989 1989 22.18611111 15.69111111 0
16 6 1989 1989 21.23055555 15.69111111 0
17 6 1989 1989 22.18611111 13.797777776 0
18 6 1989 1989 25.10055555 13.797777776 0
19 6 1989 1989 26.96388889 14.152777776 0
20 6 1989 1989 27.39388889 13.363888888 0
21 6 1989 1989 26.48611111 14.152777776 0
22 6 1989 1989 24.575 15.33611111 0
23 6 1989 1989 21.23055555 14.902222224 0
24 6 1989 1989 21.23055555 15.33611111 0
25 6 1989 1989 22.66388889 15.33611111 0
26 6 1989 1989 23.09388889 13.797777776 0
27 6 1989 1989 23.61944445 14.902222224 0
28 6 1989 1989 22.18611111 13.008888888 0
29 6 1989 1989 22.66388889 12.141111111 0
30 6 1989 1989 25.10055555 13.797777776 0
1 7 1989 1989 26.48611111 13.363888888 0
2 7 1989 1989 25.10055555 14.902222224 0
3 7 1989 1989 25.53055555 13.363888888 0
4 7 1989 1989 27.39388889 14.152777776 0
5 7 1989 1989 29.83055555 15.33611111 0
6 7 1989 1989 29.83055555 15.33611111 0
7 7 1989 1989 24.04944445 16.91388889 0
8 7 1989 1989 23.61944445 16.91388889 0
9 7 1989 1989 22.66388889 14.547222224 0
10 7 1989 1989 23.61944445 15.69111111 0
11 7 1989 1989 24.04944445 14.152777776 0
12 7 1989 1989 23.61944445 14.152777776 0
13 7 1989 1989 23.09388889 14.902222224 0
14 7 1989 1989 24.04944445 14.152777776 0
15 7 1989 1989 25.10055555 14.547222224 0
16 7 1989 1989 24.575 14.902222224 0
17 7 1989 1989 24.04944445 16.125 0
18 7 1989 1989 22.18611111 16.125 0
19 7 1989 1989 22.66388889 14.547222224 0
20 7 1989 1989 26.05611111 15.69111111 0
21 7 1989 1989 26.48611111 15.69111111 0
22 7 1989 1989 24.04944445 15.69111111 0
23 7 1989 1989 24.04944445 16.91388889 0
24 7 1989 1989 22.18611111 16.125 0
25 7 1989 1989 20.80055555 16.125 0
26 7 1989 1989 24.04944445 14.152777776 0
27 7 1989 1989 25.10055555 14.547222224 0
28 7 1989 1989 23.09388889 16.55888889 0
29 7 1989 1989 21.75611111 16.125 0
30 7 1989 1989 22.18611111 15.69111111 0
31 7 1989 1989 24.04944445 14.152777776 0
1 8 1989 1989 24.575 14.152777776 0
2 8 1989 1989 24.575 14.902222224 0
3 8 1989 1989 23.61944445 15.33611111 0
4 8 1989 1989 23.09388889 13.363888888 0
5 8 1989 1989 21.75611111 14.902222224 0
6 8 1989 1989 23.61944445 15.33611111 0
7 8 1989 1989 23.09388889 15.69111111 0
8 8 1989 1989 23.61944445 16.125 0
9 8 1989 1989 22.18611111 15.33611111 0
10 8 1989 1989 22.66388889 15.69111111 0
11 8 1989 1989 21.75611111 15.69111111 0
12 8 1989 1989 23.61944445 15.33611111 0
13 8 1989 1989 24.04944445 14.902222224 0
14 8 1989 1989 24.04944445 16.125 0
15 8 1989 1989 21.75611111 15.33611111 0
16 8 1989 1989 21.75611111 15.33611111 0
17 8 1989 1989 21.75611111 14.547222224 0
18 8 1989 1989 22.66388889 14.152777776 0
19 8 1989 1989 21.75611111 13.797777776 0
20 8 1989 1989 21.75611111 14.902222224 0
21 8 1989 1989 22.18611111 16.55888889 0
22 8 1989 1989 22.18611111 13.008888888 0
23 8 1989 1989 21.75611111 15.69111111 0
24 8 1989 1989 22.18611111 14.547222224 0
25 8 1989 1989 22.66388889 16.125 0
26 8 1989 1989 22.66388889 14.902222224 0
27 8 1989 1989 21.23055555 14.902222224 0
28 8 1989 1989 21.23055555 14.547222224 0
29 8 1989 1989 22.66388889 15.69111111 0
30 8 1989 1989 23.09388889 12.575 0
31 8 1989 1989 23.09388889 13.797777776 0
1 9 1989 1989 22.66388889 14.902222224 0
2 9 1989 1989 20.80055555 14.902222224 0
3 9 1989 1989 21.23055555 15.33611111 0
4 9 1989 1989 22.66388889 15.33611111 0
5 9 1989 1989 23.09388889 13.008888888 0
6 9 1989 1989 24.575 12.575 0
7 9 1989 1989 23.09388889 11.352222222 0
8 9 1989 1989 23.09388889 11.352222222 0
9 9 1989 1989 23.09388889 12.575 0
10 9 1989 1989 21.23055555 12.141111111 0
11 9 1989 1989 22.18611111 12.141111111 0
12 9 1989 1989 22.18611111 13.008888888 0
13 9 1989 1989 21.75611111 15.33611111 0
14 9 1989 1989 22.18611111 15.69111111 0
15 9 1989 1989 25.53055555 15.33611111 0
16 9 1989 1989 26.96388889 17.70277778 0
17 9 1989 1989 23.09388889 14.152777776 0
18 9 1989 1989 22.66388889 15.69111111 0
19 9 1989 1989 22.66388889 11.786111111 0
20 9 1989 1989 23.61944445 11.786111111 0
21 9 1989 1989 27.39388889 12.575 0
22 9 1989 1989 27.91944445 13.008888888 0
23 9 1989 1989 26.96388889 15.33611111 0
24 9 1989 1989 24.575 13.797777776 0
25 9 1989 1989 25.10055555 14.902222224 0
26 9 1989 1989 25.53055555 12.575 0
27 9 1989 1989 24.575 12.575 0
28 9 1989 1989 25.10055555 13.008888888 0
29 9 1989 1989 23.61944445 15.69111111 0
30 9 1989 1989 24.575 12.575 0
1 10 1989 1990 24.04944445 13.008888888 0
2 10 1989 1990 22.18611111 15.33611111 0
3 10 1989 1990 22.18611111 10.247777778 0
4 10 1989 1990 25.10055555 9.458888889 0
5 10 1989 1990 26.05611111 11.352222222 0
6 10 1989 1990 24.575 13.363888888 0
7 10 1989 1990 23.09388889 13.008888888 0
8 10 1989 1990 22.66388889 11.786111111 0
9 10 1989 1990 24.04944445 14.902222224 0
10 10 1989 1990 21.23055555 15.69111111 0
11 10 1989 1990 20.80055555 14.902222224 0
12 10 1989 1990 20.80055555 14.902222224 0
13 10 1989 1990 20.80055555 12.575 0
14 10 1989 1990 20.80055555 13.008888888 0
15 10 1989 1990 23.61944445 10.247777778 0
16 10 1989 1990 24.04944445 11.352222222 0
17 10 1989 1990 22.66388889 12.141111111 0
18 10 1989 1990 26.05611111 11.352222222 0
19 10 1989 1990 28.34944445 10.997222222 0
20 10 1989 1990 28.34944445 16.55888889 0
21 10 1989 1990 20.275 16.91388889 8.375
22 10 1989 1990 21.75611111 14.547222224 3.761
23 10 1989 1990 21.75611111 16.125 3.931
24 10 1989 1990 21.75611111 15.33611111 0
25 10 1989 1990 21.75611111 14.902222224 0
26 10 1989 1990 22.66388889 8.591111111 0
27 10 1989 1990 21.75611111 8.236111111 0
28 10 1989 1990 21.23055555 9.025 0
29 10 1989 1990 23.09388889 8.591111111 0
30 10 1989 1990 23.61944445 7.052777778 0
31 10 1989 1990 23.61944445 10.602777778 0
1 11 1989 1990 24.575 7.802222222 0
2 11 1989 1990 24.575 7.802222222 0
3 11 1989 1990 26.48611111 5.041111111 0
4 11 1989 1990 26.48611111 8.591111111 0
5 11 1989 1990 19.74944445 12.575 0
6 11 1989 1990 20.275 11.786111111 0
7 11 1989 1990 19.31944445 9.458888889 0
8 11 1989 1990 23.09388889 8.236111111 0
9 11 1989 1990 26.96388889 7.802222222 0
10 11 1989 1990 26.96388889 8.591111111 0
11 11 1989 1990 26.96388889 9.458888889 0
12 11 1989 1990 20.80055555 14.547222224 0
13 11 1989 1990 18.79388889 14.152777776 0
14 11 1989 1990 18.79388889 12.141111111 0
15 11 1989 1990 24.575 8.236111111 0
16 11 1989 1990 24.575 8.591111111 0
17 11 1989 1990 25.53055555 9.025 0
18 11 1989 1990 27.39388889 8.591111111 0
19 11 1989 1990 27.39388889 9.025 0
20 11 1989 1990 26.96388889 9.458888889 0
21 11 1989 1990 26.96388889 9.025 0
22 11 1989 1990 21.75611111 10.997222222 0
23 11 1989 1990 19.31944445 10.247777778 0
24 11 1989 1990 19.74944445 10.247777778 0
25 11 1989 1990 19.74944445 12.141111111 0.795
26 11 1989 1990 22.18611111 13.363888888 5.302
27 11 1989 1990 22.18611111 6.697777778 0
28 11 1989 1990 21.23055555 5.475 0
29 11 1989 1990 21.23055555 4.686111111 0
30 11 1989 1990 21.75611111 5.908888889 0
1 12 1989 1990 22.18611111 5.908888889 0
2 12 1989 1990 24.575 5.908888889 0
3 12 1989 1990 25.53055555 7.052777778 0
4 12 1989 1990 25.53055555 5.908888889 0
5 12 1989 1990 22.18611111 7.052777778 0
6 12 1989 1990 24.575 15.69111111 0
7 12 1989 1990 26.48611111 8.591111111 0
8 12 1989 1990 26.96388889 8.591111111 0
9 12 1989 1990 24.04944445 9.458888889 0
10 12 1989 1990 18.36388889 8.236111111 0
11 12 1989 1990 19.74944445 6.697777778 0
12 12 1989 1990 20.275 5.908888889 0
13 12 1989 1990 19.31944445 7.447222222 0
14 12 1989 1990 22.18611111 5.908888889 0
15 12 1989 1990 22.66388889 7.447222222 0
16 12 1989 1990 20.275 7.447222222 0
17 12 1989 1990 18.36388889 6.697777778 0
18 12 1989 1990 18.36388889 8.236111111 0
19 12 1989 1990 18.79388889 8.236111111 0
20 12 1989 1990 19.31944445 7.052777778 0
21 12 1989 1990 19.31944445 8.236111111 0
22 12 1989 1990 24.04944445 7.052777778 0
23 12 1989 1990 24.04944445 7.052777778 0
24 12 1989 1990 26.05611111 8.236111111 0
25 12 1989 1990 26.05611111 7.802222222 0
26 12 1989 1990 26.05611111 11.352222222 0
27 12 1989 1990 22.66388889 8.591111111 0
28 12 1989 1990 20.275 11.352222222 0
29 12 1989 1990 22.66388889 7.052777778 0
30 12 1989 1990 23.61944445 6.697777778 0
31 12 1989 1990 20.275 6.697777778 0
1 1 1990 1990 20.275 7.052777778 0
2 1 1990 1990 18.36388889 9.025 0
3 1 1990 1990 18.79388889 6.263888889 0
4 1 1990 1990 17.45611111 5.041111111 0
5 1 1990 1990 19.74944445 5.475 0
6 1 1990 1990 20.275 5.908888889 0
7 1 1990 1990 20.275 5.908888889 0
8 1 1990 1990 20.275 8.591111111 0
9 1 1990 1990 20.275 8.236111111 0
10 1 1990 1990 22.66388889 8.236111111 0
11 1 1990 1990 23.61944445 14.152777776 0
12 1 1990 1990 17.88611111 10.247777778 25.338
13 1 1990 1990 17.45611111 14.902222224 13.933
14 1 1990 1990 17.88611111 9.025 11.629
15 1 1990 1990 16.50055555 10.602777778 3.358
16 1 1990 1990 17.45611111 7.802222222 1.554
17 1 1990 1990 15.44944445 3.897222222 0
18 1 1990 1990 16.50055555 5.908888889 0
19 1 1990 1990 16.50055555 6.697777778 0
20 1 1990 1990 18.36388889 6.697777778 0
21 1 1990 1990 18.79388889 5.041111111 0
22 1 1990 1990 19.31944445 6.263888889 0
23 1 1990 1990 21.23055555 6.263888889 0
24 1 1990 1990 22.66388889 7.447222222 0
25 1 1990 1990 23.61944445 7.052777778 0
26 1 1990 1990 22.66388889 7.052777778 0
27 1 1990 1990 23.61944445 7.802222222 0
28 1 1990 1990 21.23055555 6.263888889 0
29 1 1990 1990 22.66388889 6.263888889 0
30 1 1990 1990 23.61944445 8.236111111 0
31 1 1990 1990 19.74944445 10.247777778 0
1 2 1990 1990 20.275 11.352222222 0
2 2 1990 1990 18.36388889 8.591111111 0
3 2 1990 1990 18.36388889 6.697777778 0
4 2 1990 1990 17.88611111 10.247777778 9.825
5 2 1990 1990 17.45611111 5.908888889 0
6 2 1990 1990 17.88611111 7.447222222 0
7 2 1990 1990 17.45611111 11.786111111 0
8 2 1990 1990 18.79388889 11.786111111 0
9 2 1990 1990 19.31944445 7.052777778 0
10 2 1990 1990 18.79388889 6.697777778 0
11 2 1990 1990 20.275 6.697777778 0
12 2 1990 1990 21.75611111 11.786111111 0
13 2 1990 1990 19.31944445 9.813888889 0
14 2 1990 1990 19.31944445 6.697777778 0
15 2 1990 1990 14.493888891 3.147777778 0
16 2 1990 1990 13.586111109 5.475 0
17 2 1990 1990 15.44944445 12.141111111 27.362
18 2 1990 1990 15.975 9.458888889 7.919
19 2 1990 1990 16.50055555 6.263888889 2.785
20 2 1990 1990 16.93055555 5.908888889 0
21 2 1990 1990 18.36388889 7.802222222 0
22 2 1990 1990 24.04944445 7.447222222 0
23 2 1990 1990 24.04944445 8.236111111 0
24 2 1990 1990 24.575 9.813888889 0
25 2 1990 1990 21.75611111 11.786111111 0
26 2 1990 1990 22.18611111 11.786111111 0
27 2 1990 1990 18.36388889 10.997222222 0
28 2 1990 1990 17.45611111 10.247777778 0
1 3 1990 1990 16.93055555 10.997222222 0
2 3 1990 1990 17.88611111 11.786111111 0
3 3 1990 1990 19.31944445 13.008888888 0
4 3 1990 1990 19.74944445 11.786111111 0
5 3 1990 1990 20.275 11.786111111 0
6 3 1990 1990 20.80055555 9.813888889 0
7 3 1990 1990 19.31944445 9.025 0
8 3 1990 1990 18.36388889 9.458888889 0
9 3 1990 1990 17.45611111 10.247777778 0
10 3 1990 1990 17.88611111 8.236111111 0
11 3 1990 1990 17.88611111 10.247777778 0
12 3 1990 1990 17.45611111 7.447222222 0
13 3 1990 1990 17.88611111 7.802222222 0
14 3 1990 1990 18.79388889 6.697777778 0
15 3 1990 1990 22.18611111 8.591111111 0
16 3 1990 1990 23.61944445 12.575 0
17 3 1990 1990 24.04944445 9.025 0
18 3 1990 1990 23.61944445 9.025 0
19 3 1990 1990 22.18611111 10.997222222 0
20 3 1990 1990 25.53055555 14.152777776 0
21 3 1990 1990 26.05611111 10.997222222 0
22 3 1990 1990 23.61944445 10.997222222 0
23 3 1990 1990 20.275 11.352222222 0
24 3 1990 1990 17.45611111 13.363888888 0
25 3 1990 1990 15.975 13.797777776 0
26 3 1990 1990 16.93055555 8.591111111 0
27 3 1990 1990 17.45611111 13.363888888 0
28 3 1990 1990 17.45611111 11.352222222 0
29 3 1990 1990 17.88611111 9.458888889 0
30 3 1990 1990 17.45611111 13.008888888 0
31 3 1990 1990 18.36388889 8.591111111 0
1 4 1990 1990 18.79388889 13.797777776 0
2 4 1990 1990 18.79388889 11.352222222 0
3 4 1990 1990 23.61944445 10.247777778 0
4 4 1990 1990 25.53055555 14.547222224 0
5 4 1990 1990 21.23055555 14.152777776 0
6 4 1990 1990 19.31944445 10.247777778 0
7 4 1990 1990 18.79388889 10.247777778 0
8 4 1990 1990 20.275 9.458888889 0
9 4 1990 1990 20.80055555 10.247777778 0
10 4 1990 1990 24.04944445 11.786111111 0
11 4 1990 1990 25.53055555 12.141111111 0
12 4 1990 1990 26.05611111 11.786111111 0
13 4 1990 1990 26.05611111 14.902222224 0
14 4 1990 1990 19.31944445 15.33611111 0
15 4 1990 1990 19.31944445 15.33611111 0
16 4 1990 1990 19.74944445 14.902222224 2.881
17 4 1990 1990 20.80055555 12.575 0
18 4 1990 1990 21.75611111 13.008888888 0
19 4 1990 1990 20.80055555 11.786111111 0
20 4 1990 1990 20.275 13.363888888 0
21 4 1990 1990 21.23055555 10.997222222 0
22 4 1990 1990 21.23055555 10.997222222 0
23 4 1990 1990 22.66388889 13.008888888 0
24 4 1990 1990 24.04944445 11.352222222 0
25 4 1990 1990 25.10055555 10.997222222 0
26 4 1990 1990 26.96388889 12.575 0
27 4 1990 1990 22.66388889 12.141111111 0
28 4 1990 1990 20.80055555 14.152777776 0
29 4 1990 1990 21.23055555 11.352222222 0
30 4 1990 1990 23.61944445 8.591111111 0
1 5 1990 1990 20.80055555 9.813888889 0
2 5 1990 1990 21.23055555 10.997222222 0
3 5 1990 1990 19.74944445 13.797777776 0
4 5 1990 1990 21.23055555 13.797777776 0
5 5 1990 1990 26.05611111 13.797777776 0
6 5 1990 1990 27.39388889 14.902222224 0
7 5 1990 1990 27.39388889 14.152777776 0
8 5 1990 1990 22.66388889 13.797777776 0
9 5 1990 1990 20.80055555 14.547222224 0
10 5 1990 1990 19.31944445 11.786111111 0
11 5 1990 1990 21.23055555 11.352222222 0
